,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.115,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,"[0.9989012912509085, 1.996344701944674, 0.6611627781818843]",100,None,0,[],100
0.81,,UAV_2,0,4,0,None,0,[],100,None,0,[],100,None,0,"[0.9989111843264007, 1.9964317263504132, 0.6611268353937707]",100,None,0,[],100
6.5649999999999995,,,0,4,0,None,0,"[3.0037129515292835, 1.9916918284807772, 0.0]",100,None,0,"[2.998615047965523, 3.9811722043622733, 0.0]",100,None,0,"[0.9931188893860559, 1.9773900486174072, 0.6607882518042896]",100,None,0,"[0.953762918660005, 3.8560545091164995, 0.7105003303270981]",100
16.565,,,0,4,0,None,0,"[3.0086290397083455, 1.9798020220139252, 0.0]",100.0,None,0,"[2.996314403111307, 3.9671956833502606, 0.0]",100.0,None,0,"[0.991766223784308, 1.9745158687051703, 0.6607610455259008]",100.0,None,0,"[0.9575260535467105, 3.8511312377727394, 0.7103153014934483]",100.0
26.915,,,0,4,0,None,0,"[3.0142739592307857, 1.968556914912869, 0.0]",100.0,None,0,"[2.9937858491280944, 3.9525211091956436, 0.0]",100.0,None,0,"[0.991127342572332, 1.9733592926333867, 0.6607554791867578]",100.0,None,0,"[0.9612671907548909, 3.846218398531475, 0.710125171549901]",100.0
37.555,,,0,4,0,None,0,"[3.0205082481995653, 1.959551354199599, 0.0]",100.0,None,0,"[2.9910370341911703, 3.943981936992036, 0.0]",100.0,None,0,"[0.9903885736851253, 1.9721486573396012, 0.6607077628533858]",100.0,None,0,"[0.9651069162605017, 3.841064326513521, 0.7099301516359408]",100.0
48.66,,,0,4,0,None,0,"[3.026744487780303, 1.9504615698579293, 0.0]",100.0,None,0,"[2.988233747007382, 3.942654082748816, 0.0]",100.0,None,0,"[0.9896171228636791, 1.9699351822003175, 0.6606203205707554]",100.0,None,0,"[0.9690238846820435, 3.8357809875364706, 0.7097319630229952]",100.0
58.52,,,0,4,0,None,0,"[3.0347444495027958, 1.9448681071776313, 0.0]",100.0,None,0,"[2.986068186562438, 3.941675481069186, 0.0]",100.0,None,0,"[0.989140890583216, 1.9683314678300512, 0.6606308024598879]",100.0,None,0,"[0.972485896541306, 3.8310638043234473, 0.7095595258595784]",100.0
58.895,on_gs,pioneer3at_2,1,4,0,None,0,"[3.0350775858257903, 1.9447483116368796, 0.0]",100.0,None,0,"[2.9859985237479614, 3.9416404398914247, 0.0]",100.0,None,0,"[0.9891871923537761, 1.9682132227920424, 0.6605766462284024]",100.0,None,0,"[0.9725971177696175, 3.8308823406379813, 0.7095511145704468]",100.0
59.465,on_vs,pioneer3at_2,1,4,0,None,0,"[3.03547146410769, 1.9444776873485727, 0.0]",100.0,None,0,"[2.9858337166040188, 3.9416536489886607, 0.0]",100.0,None,0,"[0.9890772754759289, 1.9680576007190413, 0.6606254765621665]",100.0,None,0,"[0.9727912118587249, 3.8306122587187748, 0.7095410935010846]",100.0
62.665,st_exp,pioneer3at_2,1,4,0,None,0,"[3.0362958153235264, 1.9430905091458217, 0.0]",100.0,exploration,0,"[3.310475105404044, 4.051636094029714, 0.0]",99.95149993896484,None,0,"[0.9890027375510078, 1.9674607947856673, 0.660633767728026]",100.0,None,0,"[0.9738740769016152, 3.8290894284952333, 0.7094849481816465]",100.0
73.44,,,1,4,0,None,0,"[3.039336621366943, 1.9385827269090892, 0.0]",100.0,exploration,0,"[6.398139025364877, 6.812122588763288, 0.0]",99.1614990234375,None,0,"[0.988639589003927, 1.9652458936026689, 0.6605674317918556]",100.0,None,0,"[0.9774106431151633, 3.8239709811511124, 0.7092956430505282]",100.0
83.075,,,1,4,0,None,0,"[3.0422081941873036, 1.9347920656561923, 0.0]",100.0,exploration,0,"[7.406504074265661, 10.54449557958947, 0.0]",98.37149810791016,None,0,"[0.9881015729686349, 1.963788687814245, 0.6605586199465017]",100.0,None,0,"[0.980508037656404, 3.819360830838492, 0.7091254214203015]",100.0
92.57,,,1,4,0,None,0,"[3.0446669865625977, 1.9310530087766868, 0.0]",100.0,exploration,0,"[7.959648880797232, 14.312279867958456, 0.0]",97.58149719238281,None,0,"[0.9875045865745273, 1.962279666280238, 0.6605123986434565]",100.0,None,0,"[0.9834001782524461, 3.8148447498025897, 0.7089557606298516]",100.0
102.45,,,1,4,0,None,0,"[3.0477514033484985, 1.9270914587033683, 0.0]",100.0,exploration,0,"[8.897213326867803, 18.151065271879638, 0.0]",96.79149627685547,None,0,"[0.9869014385519466, 1.9595586090857093, 0.6604753489285398]",100.0,None,0,"[0.9859948285948233, 3.8105919868314473, 0.7087904358879547]",100.0
112.46,,,1,4,0,None,0,"[3.051286555024173, 1.9230849050346415, 0.0]",100.0,exploration,0,"[9.903667276915584, 22.01615444659202, 0.0]",96.00150299072266,None,0,"[0.986745212397531, 1.9578989973285141, 0.6604014733674298]",100.0,None,0,"[0.988661247296532, 3.8059506510723184, 0.7086120780216648]",100.0
121.77,,,1,4,0,None,0,"[3.0551438475493127, 1.9197349605312568, 0.0]",100.0,exploration,0,"[10.525219774672328, 24.49376224423844, 0.0]",95.21150207519531,None,0,"[0.9866951043043198, 1.95634781128257, 0.6603615821784727]",100.0,None,0,"[0.9909750711508791, 3.8016533361560367, 0.7084422409727932]",100.0
131.685,,,1,4,0,None,0,"[3.0595343863613125, 1.9167524132517035, 0.0]",100.0,exploration,0,"[13.005553762014735, 24.028974805617636, 0.0]",94.44100189208984,None,0,"[0.9862317127540752, 1.9536554385431488, 0.6603694465999747]",100.0,None,0,"[0.9932759899119898, 3.7971533971536373, 0.7082641278157128]",100.0
142.495,,,1,4,0,None,0,"[3.062279829855804, 1.9157920510517916, 0.0]",100.0,exploration,0,"[12.806710056278527, 22.48731092184988, 0.0]",93.67050170898438,None,0,"[0.9864535497486726, 1.9521268155478293, 0.6603262885208709]",100.0,None,0,"[0.9942926047773155, 3.7941142798459544, 0.708127092617643]",100.0
154.39,,,1,4,0,None,0,"[3.063920074224764, 1.9162140357293114, 0.0]",100.0,exploration,0,"[14.775632771567311, 21.80872514507479, 0.0]",92.88050079345703,None,0,"[0.9865169333015379, 1.9505369854635677, 0.6602950012664847]",100.0,None,0,"[0.9942496431460112, 3.7925630618915567, 0.7080433442113824]",100.0
166.365,,,1,4,0,None,0,"[3.0656296894684343, 1.916422194331236, 0.0]",100.0,exploration,0,"[14.814406895745234, 21.70543716269186, 0.0]",92.11650085449219,None,0,"[0.9859003187662677, 1.9479283022040415, 0.66024669184135]",100.0,None,0,"[0.9941737897552968, 3.790999365941834, 0.70795746799281]",100.0
177.215,,,1,4,0,None,0,"[3.0665484772995026, 1.9166960035067893, 0.0]",100.0,exploration,0,"[14.333409843435073, 23.248069919472428, 0.0]",91.32649993896484,None,0,"[0.9860176863914559, 1.9459662848328312, 0.6601466822643514]",100.0,None,0,"[0.9940888685176249, 3.789531757430678, 0.7078764425620567]",100.0
188.44,,,1,4,0,None,0,"[3.06859048190781, 1.917087357083924, 0.0]",100.0,exploration,0,"[14.71405289952154, 27.130049849935244, 0.0]",90.5364990234375,None,0,"[0.9868237755134294, 1.945181596795932, 0.6601279355478157]",100.0,None,0,"[0.9939993450518173, 3.78802525097278, 0.7077926939990135]",100.0
200.235,,,1,4,0,None,0,"[3.070329061776748, 1.917923833149358, 0.0]",100.0,exploration,0,"[14.782423481338883, 26.93034888168185, 0.0]",88.95649719238281,None,0,"[0.9874680448588585, 1.9438389838752064, 0.6601467971327479]",100.0,None,0,"[0.9939019903535218, 3.7864146528139178, 0.7077004332090894]",100.0
202.535,victim_found,pioneer3at_2,1,4,0,None,0,"[3.0705137367232522, 1.9180940532452326, 0.0]",100.0,exploration,0,"[14.194295585590366, 27.001734792720587, 0.0]",88.95649719238281,None,0,"[0.9872713449428895, 1.9430677556677498, 0.6601043989616298]",100.0,None,0,"[0.9939166826457567, 3.786017936140984, 0.7076823122178929]",100.0
202.96,rep_victim,pioneer3at_2,1,4,0,None,0,"[3.0705424101366825, 1.9181211588010205, 0.0]",100.0,exploration,0,"[14.088271075918799, 27.088833658835057, 0.0]",88.95649719238281,None,0,"[0.9871094598034853, 1.9430110118172361, 0.6601277391638304]",100.0,None,0,"[0.9938969537056807, 3.7859795088819213, 0.7076793643489399]",100.0
204.065,sus_exp,pioneer3at_2,1,4,0,None,0,"[3.070730780362215, 1.9181812171259942, 0.0]",100.0,None,0,"[14.028245670100707, 27.182071994508412, 0.0]",88.95649719238281,None,0,"[0.9870967256799608, 1.9429181034070764, 0.6601270101884233]",100.0,None,0,"[0.9938600863058333, 3.785854926501679, 0.7076715628339729]",100.0
