,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
2.49,,,0,2,0,None,0,"[3.000863068502457, 1.0028519531198345, 0.0]",100,None,0,"[0.9988449441341459, 0.9993805989752912, 0.6572684479429612]",100
29.075,,,0,2,0,None,0,"[3.0170616025416286, 1.042323044497949, 0.0]",100.0,None,0,"[0.996074111091176, 0.9976502390640226, 0.6572525606202615]",100.0
55.985,,,0,2,0,None,0,"[3.0315056845781183, 1.0673837992164672, 0.0]",100.0,None,0,"[0.9957977071561432, 0.9976619332764659, 0.6572507186963688]",100.0
71.2,,,0,2,0,None,0,"[3.0408807242879425, 1.080839507379383, 0.0]",100.0,None,0,"[0.9955727902911764, 0.9978222300288128, 0.6572013849643896]",100.0
81.46,,,0,2,0,None,0,"[3.0477004510212535, 1.0896503771035801, 0.0]",100.0,None,0,"[0.9952105553237407, 0.9978121769512727, 0.657244764034532]",100.0
92.64,,,0,2,0,None,0,"[3.0556633795950736, 1.0992104866941814, 0.0]",100.0,None,0,"[0.9949145948815014, 0.9977161363674071, 0.6572422763514707]",100.0
103.04,,,0,2,0,None,0,"[3.063504884702981, 1.1080457489633537, 0.0]",100.0,None,0,"[0.9947481419361119, 0.9978290650974376, 0.6572412418847722]",100.0
114.315,,,0,2,0,None,0,"[3.0755445535563837, 1.121510884105623, 0.0]",100.0,None,0,"[0.9947366113745343, 0.9979592785392706, 0.6572406716607587]",100.0
125.54,,,0,2,0,None,0,"[3.0914207168066867, 1.1384284894880352, 0.0]",100.0,None,0,"[0.9947228988365243, 0.9979974385460132, 0.6572407967106277]",100.0
137.81,,,0,2,0,None,0,"[3.110484120721257, 1.1555525316011734, 0.0]",100.0,None,0,"[0.9947672147552861, 0.9980209132279491, 0.6572429401740918]",100.0
150.2,,,0,2,0,None,0,"[3.1243232935131173, 1.1698930735650137, 0.0]",100.0,None,0,"[0.9946019751832538, 0.9982217957684495, 0.6571549814304224]",100.0
161.475,,,0,2,0,None,0,"[3.1298606670614997, 1.1782251997781852, 0.0]",100.0,None,0,"[0.9946083026321291, 0.9981293237910297, 0.6571672498540009]",100.0
173.165,,,0,2,0,None,0,"[3.1316907667301117, 1.1838183272072043, 0.0]",100.0,None,0,"[0.9943999745921902, 0.9982663707265518, 0.6572285786191081]",100.0
174.285,,,0,2,0,None,0,"[3.1316210744391393, 1.1841965485631025, 0.0]",100.0,None,0,"[0.9943766086329116, 0.9982698550249905, 0.6572367768526359]",100.0
