,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.195,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.485,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
9.215,,0,4,0,None,0,"[3.0040982293353897, 1.0155540070573916, 0.0]",100,None,0,"[2.9980408355369383, 2.9815421934034756, 0.0]",100,None,0,"[0.9972198817061483, 0.9983997427334473, 0.6572585905297523]",100,None,0,"[0.9728622271091178, 2.976818199659785, 0.6820306922698979]",100
21.97,,0,4,0,None,0,"[3.013253131634555, 1.0345683498485625, 0.0]",100.0,None,0,"[2.994697871348266, 2.966711395200684, 0.0]",100.0,None,0,"[0.9966908890120854, 0.9982061767696718, 0.6571890218723077]",100.0,None,0,"[0.9737728706656498, 2.9768961881111147, 0.6820891517190764]",100.0
34.74,,0,4,0,None,0,"[3.0194221933228116, 1.0471051526498696, 0.0]",100.0,None,0,"[2.9917540182464006, 2.9519289665078188, 0.0]",100.0,None,0,"[0.996799472967799, 0.9982559584961525, 0.6572143318303639]",100.0,None,0,"[0.9749940665435847, 2.9768463953348654, 0.6821177076160041]",100.0
47.84,,0,4,0,None,0,"[3.0264298177934466, 1.0594253478920976, 0.0]",100.0,None,0,"[2.9898821672042653, 2.9355909147390657, 0.0]",100.0,None,0,"[0.9967732084115407, 0.9981215166625176, 0.6572129351737213]",100.0,None,0,"[0.976177575528733, 2.976819330531959, 0.6821456103043986]",100.0
48.59,,1,4,0,None,0,"[3.0268174590949437, 1.0600937867172116, 0.0]",100.0,None,0,"[2.9898334311634436, 2.9345161781790963, 0.0]",100.0,None,0,"[0.9968921925309849, 0.998093889443842, 0.6572569672033453]",100.0,None,0,"[0.9762370224159016, 2.976857678329623, 0.6821480370044762]",100.0
52.17,uav_st_assess,1,4,0,None,0,"[3.028845391309901, 1.0633347266672852, 0.0]",100.0,None,0,"[2.989514169947566, 2.9294916524806047, 0.0]",100.0,None,0,"[0.9969661350974127, 0.9979807033306893, 0.6572498970035204]",100.0,assessment,0,"[0.9870563431199079, 2.9790720242389597, 1.5401190433964937]",99.89600372314453
66.42,,1,4,0,None,0,"[3.037366798755405, 1.0760437207841684, 0.0]",100.0,None,0,"[2.982923018898559, 2.913333143143386, 0.0]",100.0,None,0,"[0.9969070679651584, 0.9973835975470515, 0.6571962766544406]",100.0,assessment,0,"[2.057556826382825, 3.1209940375475536, 1.5856020259257473]",99.83200073242188
80.81,,1,4,0,None,0,"[3.0466973388691425, 1.0884627802553366, 0.0]",100.0,None,0,"[2.9739173038693587, 2.8997301500954773, 0.0]",100.0,None,0,"[0.9973624928330067, 0.9970066905320119, 0.6572235188101124]",100.0,assessment,0,"[6.371171968203612, 3.7045846963584412, 1.8436739862419882]",98.43199920654297
94.635,,1,4,0,None,0,"[3.0565125282316328, 1.1002410476961897, 0.0]",100.0,None,0,"[2.936895472737493, 2.8461507708813287, 0.0]",100.0,None,0,"[0.9971170100277962, 0.9965775554517133, 0.6571892703417905]",100.0,assessment,0,"[10.915395581184601, 4.31770568355261, 2.0919877783182304]",97.64800262451172
100.195,,2,4,0,None,0,"[3.060730102984754, 1.1049653158979464, 0.0]",100.0,None,0,"[2.918788965935361, 2.817945749067514, 0.0]",100.0,None,0,"[0.996822378187886, 0.9962915377576482, 0.6572615917565007]",100.0,assessment,0,"[11.6236640825464, 4.413243080990303, 2.1654323038824055]",96.8479995727539
101.2,uav_sus_assess,2,4,0,None,0,"[3.06156933021883, 1.1058991781133245, 0.0]",100.0,None,0,"[2.9153319568815546, 2.812682765169491, 0.0]",100.0,None,0,"[1.01374262969499, 0.9972807722689356, 1.3740131171314427]",100.0,None,0,"[12.546527206846575, 4.537754898383304, 2.2115801613276407]",96.8479995727539
101.775,uav_abort_assess,2,4,0,None,0,"[3.061953355754754, 1.1063521335591073, 0.0]",100.0,None,0,"[2.913648276699588, 2.810215920908249, 0.0]",100.0,None,0,"[1.0316734377484098, 0.9976511322464566, 1.5161342216752691]",100.0,None,0,"[13.030425274920669, 4.603062722964541, 2.2214375559797155]",96.8479995727539
