,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.125,,,0,2,0,None,0,[],100,None,0,"[0.9987071895800643, 0.9956538102817695, 0.6550335834224171]",100
6.075,,pioneer3at_1,0,2,0,None,0,"[3.0030459056867285, 1.0130756305453812, 0.0]",100,None,0,"[0.9968761806209213, 0.9988083968956696, 0.6572599816261545]",100
10.315,,UAV_1,0,2,0,None,0,"[3.0067197816577225, 1.0212855159952396, 0.0]",100.0,None,0,"[0.9965528404140027, 0.9986242690982134, 0.657266423164227]",100.0
23.475,,,0,2,0,None,0,"[3.014935890340938, 1.0379741343631192, 0.0]",100.0,None,0,"[0.996223719919632, 0.9983115211129225, 0.6571883406492173]",100.0
37.78,,,0,2,0,None,0,"[3.0220728345841272, 1.0518190059759889, 0.0]",100.0,None,0,"[0.9959862690979666, 0.9980492481105063, 0.6572090992334828]",100.0
51.465,,,0,2,0,None,0,"[3.0295945176642523, 1.0644215831517463, 0.0]",100.0,None,0,"[0.9958064925170629, 0.9977644614933128, 0.6572207318190526]",100.0
66.555,,,0,2,0,None,0,"[3.038676750412438, 1.0778029449907154, 0.0]",100.0,None,0,"[0.9958088736102411, 0.9978692976084946, 0.6572466246575336]",100.0
79.92,,,0,2,0,None,0,"[3.047425921501197, 1.0893073117492988, 0.0]",100.0,None,0,"[0.9957406433880832, 0.9979634575433294, 0.6572495714413936]",100.0
94.195,,,0,2,0,None,0,"[3.057630758487702, 1.1014919927283977, 0.0]",100.0,None,0,"[0.9960414290638516, 0.9978341208555537, 0.657204670488421]",100.0
101.39,,,0,2,0,None,0,"[3.063126036017502, 1.107619532280135, 0.0]",100.0,None,0,"[0.9958099625304548, 0.9979728231520234, 0.6572179542680329]",100.0
