,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.1,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.0000000018285728, 1.0, 0.6625429507096975]",100,None,0,[],100
0.26,,pioneer3at_2,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.0000000018285728, 1.0, 0.6625429507096975]",100,None,0,[],100
0.665,,UAV_1,0,4,0,None,0,[],100,None,0,[],100,None,0,"[0.9988981380458056, 0.9991337159007831, 0.6571364865127114]",100,None,0,[],100
6.705,,,0,4,0,None,0,"[3.0025926503643237, 1.0120654851692061, 0.0]",100,None,0,"[2.9994222864459705, 2.9864621368118875, 0.0]",100,None,0,"[0.9960462934530685, 0.9982109591659811, 0.6572564773092902]",100,None,0,"[0.9796922252942436, 2.982328664735388, 0.6823715831475413]",100
18.775,,,0,4,0,None,0,"[3.012163732347335, 1.0321509209479913, 0.0]",100.0,None,0,"[2.9956635076872495, 2.9724777143831496, 0.0]",100.0,None,0,"[0.9958632614648577, 0.9981520299272697, 0.6572499167906017]",100.0,None,0,"[0.9804047158804796, 2.9812869981106105, 0.6822812221615778]",100.0
31.79,,,0,4,0,None,0,"[3.018366145309377, 1.045084346944945, 0.0]",100.0,None,0,"[2.9926506162367206, 2.9573664097518924, 0.0]",100.0,None,0,"[0.9957701604603153, 0.9982026978436713, 0.6572479157599516]",100.0,None,0,"[0.9819241895502627, 2.9809560844932443, 0.6823106988651552]",100.0
42.595,,,0,4,0,None,0,"[3.0240229307318787, 1.0553730856135202, 0.0]",100.0,None,0,"[2.9906218564870106, 2.9443735492301513, 0.0]",100.0,None,0,"[0.9959573689763969, 0.9981559554157264, 0.6572483596946179]",100.0,None,0,"[0.9834046864368302, 2.9806849302343577, 0.68242188043226]",100.0
54.73,,,0,4,0,None,0,"[3.030801963123361, 1.066422560952574, 0.0]",100.0,None,0,"[2.989400272401819, 2.9282516579228437, 0.0]",100.0,None,0,"[0.9959581822986331, 0.9982228726632185, 0.6572506915802976]",100.0,None,0,"[0.9849540381444267, 2.980499403001797, 0.682454844025757]",100.0
66.77,,,0,4,0,None,0,"[3.0381176836962895, 1.0770937172886421, 0.0]",100.0,None,0,"[2.983647778794952, 2.914694021176472, 0.0]",100.0,None,0,"[0.9958339278759911, 0.998177096359429, 0.657223574499062]",100.0,None,0,"[0.9861633576362349, 2.9804611871730797, 0.6824831726333525]",100.0
79.06,,,0,4,0,None,0,"[3.0460853555041987, 1.0876897984775555, 0.0]",100.0,None,0,"[2.9775714818756, 2.90208092067892, 0.0]",100.0,None,0,"[0.9959093812200656, 0.9983073520695098, 0.6572471012820975]",100.0,None,0,"[0.9874329593179725, 2.9803231574986406, 0.682510218166623]",100.0
91.315,,,0,4,0,None,0,"[3.0547425193422693, 1.0981728892408051, 0.0]",100.0,None,0,"[2.952218922574938, 2.868785697002334, 0.0]",100.0,None,0,"[0.995955694595373, 0.9983345784792603, 0.6572504459127996]",100.0,None,0,"[0.9881768451910932, 2.980609568237255, 0.6825359630129608]",100.0
103.49,,,0,4,0,None,0,"[3.0638494468475552, 1.1084819457958135, 0.0]",100.0,None,0,"[2.913648276699588, 2.810215920908249, 0.0]",100.0,None,0,"[0.9958045024220412, 0.9985058983147163, 0.6572169500901214]",100.0,None,0,"[0.9890961085396555, 2.980615233045344, 0.6825583865969265]",100.0
104.1,on_vs,pioneer3at_2,1,4,0,None,0,"[3.0643759581090655, 1.109051305589147, 0.0]",100.0,None,0,"[2.911949927179929, 2.807608713061427, 0.0]",100.0,None,0,"[0.9957883490034546, 0.9984155248365449, 0.6572218397648445]",100.0,None,0,"[0.9889524480743735, 2.9808429551614455, 0.6825608462433765]",100.0
106.695,st_app,pioneer3at_2,1,4,0,None,0,"[3.066336235521852, 1.111275355575607, 0.0]",100.0,approach,0,"[2.9772051000625033, 2.7418558073290207, 0.0]",100.0,None,0,"[0.9956252153166884, 0.9985866707180276, 0.6572471688824966]",100.0,None,0,"[0.9890892904437083, 2.9808714780718346, 0.6825650019052301]",100.0
118.0,,,1,4,0,None,0,"[3.080825529882238, 1.1278866911836172, 0.0]",100.0,approach,0,"[6.827191048312699, 4.559391244800552, 0.0]",99.54319763183594,None,0,"[0.9959476100028429, 0.9984401286689631, 0.6572571189487405]",100.0,None,0,"[0.9900664767045051, 2.980747815932901, 0.6825855570464621]",100.0
120.6,,,2,4,0,None,0,"[3.0840290038842593, 1.131131013780013, 0.0]",100.0,approach,0,"[7.512605980646089, 5.338694899985154, 0.0]",98.8031997680664,None,0,"[0.9959214890834421, 0.9984178330129077, 0.6572409203548937]",100.0,None,0,"[0.9899406382630915, 2.981099242780204, 0.6825914877087069]",100.0
120.92,on_gs,pioneer3at_1,2,4,0,None,0,"[3.0845723901051048, 1.1316523458213779, 0.0]",100.0,approach,0,"[7.60470383316757, 5.448196955672536, 0.0]",98.8031997680664,None,0,"[0.9959389655339516, 0.9984303791819653, 0.6572482748756594]",100.0,None,0,"[0.9900802901384331, 2.9809562642097656, 0.6825912529690701]",100.0
121.315,on_vs,pioneer3at_1,2,4,0,None,0,"[3.085093411985348, 1.1322389486089086, 0.0]",100.0,approach,0,"[7.70969023779662, 5.573049580472234, 0.0]",98.8031997680664,None,0,"[0.9959394975271358, 0.9984302965289992, 0.657248260848818]",100.0,None,0,"[0.9901484166613188, 2.980947631404269, 0.6825925580878197]",100.0
124.63,st_app,pioneer3at_1,2,4,0,approach,0,"[3.941318618683956, 1.0412110779199495, 0.0]",100.0,approach,0,"[8.567792966171112, 6.596752078399267, 0.0]",98.8031997680664,None,0,"[0.9959591988558355, 0.9984164050238962, 0.6572505085974875]",100.0,None,0,"[0.9902763783067821, 2.9810681100590863, 0.6825988430536489]",100.0
132.865,,,2,4,0,approach,0,"[7.185397775978779, 1.8088958300951907, 0.0]",99.29720306396484,approach,0,"[10.590910683810803, 9.203282377748494, 0.0]",98.06320190429688,None,0,"[0.9958371406046665, 0.9985284599634392, 0.6572001724268691]",100.0,None,0,"[0.9908634650928108, 2.981059845210454, 0.6826124851755973]",100.0
137.615,uav_st_assess,UAV_2,3,4,0,approach,0,"[9.066863315835619, 2.3486356175383283, 0.0]",99.29720306396484,approach,0,"[11.771153326577098, 10.740623021480264, 0.0]",98.06320190429688,None,0,"[0.9957665118887765, 0.9985162750440775, 0.6572482884102473]",100.0,assessment,0,"[1.0036101212469575, 2.98630953316151, 1.5846797605625766]",100.0
144.315,,,4,4,0,approach,0,"[11.71171133748763, 2.762863388771525, 0.0]",98.5072021484375,approach,0,"[12.156503816738942, 11.140072187412146, 0.0]",97.32319641113281,None,0,"[0.9958994290404999, 0.9984112211669652, 0.6571869915773877]",100.0,assessment,0,"[0.9914581128046908, 2.9814725508861133, 1.5387874173014338]",99.68800354003906
145.135,uav_on_vs,UAV_1,4,4,0,approach,0,"[12.057106414455026, 2.800057758033525, 0.0]",98.5072021484375,approach,0,"[12.440405452124145, 11.365071990736812, 0.0]",97.32319641113281,None,0,"[0.9957622419197816, 0.9984472043627335, 0.6572498694776319]",100.0,assessment,0,"[0.9917229041421951, 2.9829026956385207, 1.5555911379443759]",99.68800354003906
149.27,uav_st_v_search,UAV_1,4,4,0,approach,0,"[13.728215134204206, 3.0012801096612427, 0.0]",98.5072021484375,approach,0,"[13.873786340966012, 12.213236115624573, 0.0]",97.32319641113281,victim search,0,"[1.0221461637118578, 0.9987186958498318, 1.501612051186329]",100.0,assessment,0,"[2.6864955603735616, 3.0264924991214546, 1.6613829301642826]",99.68800354003906
162.625,,,4,4,0,approach,0,"[19.079852098780254, 3.960759381194184, 0.0]",96.92720031738281,approach,0,"[16.08075978929134, 15.64820895469703, 0.0]",95.84320068359375,victim search,0,"[2.9515655540911356, 5.017267814172042, 1.6167941577720943]",98.80889892578125,assessment,0,"[7.574559633276591, 3.1743384026657866, 1.888464378156014]",98.43199920654297
165.58,,,3,4,0,approach,0,"[20.259242351339154, 4.125033778409966, 0.0]",96.92720031738281,approach,1,"[16.08762160324692, 15.639125868290462, 0.0]",95.84320068359375,victim search,0,"[3.402946722103483, 5.976524177409511, 1.6413674532519316]",98.80889892578125,assessment,0,"[8.617094025598192, 3.204852384828809, 1.9457832934701074]",98.43199920654297
166.26,end_app,pioneer3at_2,4,4,0,approach,0,"[20.5676708575679, 4.169230413218078, 0.0]",96.92720031738281,None,1,"[16.088077376319603, 15.63719402415377, 0.0]",95.84320068359375,victim search,0,"[3.442303848466491, 6.060036244756126, 1.6410626876491705]",98.80889892578125,assessment,0,"[8.72036106178168, 3.207873484819712, 1.945004428842291]",98.43199920654297
166.375,off_vs,pioneer3at_2,4,4,0,approach,0,"[20.628931116740937, 4.177655423756948, 0.0]",96.92720031738281,None,1,"[16.088156534311356, 15.6369062927703, 0.0]",95.84320068359375,victim search,0,"[3.4419170587512986, 6.059193537777914, 1.641158221923341]",98.80889892578125,assessment,0,"[8.720129741227801, 3.207866672759668, 1.9451784390122595]",98.43199920654297
168.32,on_vs,pioneer3at_2,4,4,0,approach,0,"[21.406282151343895, 4.2925010575759295, 0.0]",96.92720031738281,None,1,"[16.089892118226018, 15.635155367407785, 0.0]",95.84320068359375,victim search,0,"[3.759716825290439, 6.734985219795917, 1.6655783545157772]",98.80889892578125,assessment,0,"[9.71791209622768, 3.2370660746318167, 2.002645334495597]",98.43199920654297
173.06,st_app,pioneer3at_2,4,4,0,approach,0,"[23.32860110953208, 4.568363908645224, 0.0]",96.13719940185547,approach,1,"[16.98722688776479, 16.14462584407432, 0.0]",95.41590118408203,victim search,0,"[4.374740935717175, 8.042275341768773, 1.6916535802112433]",97.94290161132812,assessment,0,"[11.27674047764763, 3.28268135485526, 2.1046064557172754]",97.64800262451172
185.375,,,4,4,0,approach,0,"[28.30602021991154, 5.313122776680709, 0.0]",95.34719848632812,approach,1,"[22.006861842929567, 15.474377763529198, 0.0]",94.6759033203125,victim search,0,"[6.284053138741124, 12.101579671274129, 1.7946168607528161]",97.06089782714844,assessment,0,"[15.747746931581679, 3.4135150799457157, 2.3372300269033093]",96.8479995727539
197.275,,,4,4,0,approach,0,"[33.15612235381324, 5.931514022735001, 0.0]",94.55719757080078,approach,1,"[26.796813550805748, 15.736161188709909, 0.0]",93.93589782714844,victim search,0,"[8.144384528028025, 16.056677061666544, 1.8895353907426222]",96.17890167236328,assessment,0,"[19.837383972893125, 3.533186579848572, 2.5460792458922334]",96.06400299072266
210.935,,,4,4,0,approach,0,"[38.69328665731702, 6.685497427536415, 0.0]",92.97720336914062,approach,1,"[31.538262051166313, 15.937239622956549, 0.0]",92.45590209960938,victim search,0,"[9.024965213180307, 17.943396069214852, 2.796048321206691]",94.53489685058594,assessment,0,"[24.863796831859855, 3.680272025010132, 2.800890283850274]",94.5199966430664
