,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.23,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
7.805,,0,4,0,None,0,"[3.004587528971946, 1.0166950051034471, 0.0]",100,None,0,"[2.998766029951716, 2.9844082218332884, 0.0]",100,None,0,"[0.9968985706342808, 0.9984228175499315, 0.6572241321630677]",100,None,0,"[0.976045274927471, 2.9798309427640177, 0.6821923654441305]",100
21.34,,0,4,0,None,0,"[3.013909560170068, 1.0359836616346365, 0.0]",100.0,None,0,"[2.9951808836368357, 2.96861728956378, 0.0]",100.0,None,0,"[0.9961016811080001, 0.9978993512972885, 0.6572525974806711]",100.0,None,0,"[0.9771321458932457, 2.979659532608226, 0.6822426282053224]",100.0
34.46,,0,4,0,None,0,"[3.020339555996048, 1.048824320620972, 0.0]",100.0,None,0,"[2.991891237183235, 2.953452110387111, 0.0]",100.0,None,0,"[0.9957564887276203, 0.9980449846307626, 0.6572643213671306]",100.0,None,0,"[0.9785147958311731, 2.979649258953442, 0.6822761541517516]",100.0
36.765,,0,4,0,None,0,"[3.0215285611256877, 1.0510041080861767, 0.0]",100.0,None,0,"[2.991528891085834, 2.9507344893326013, 0.0]",100.0,None,0,"[0.9958535121318839, 0.9979845073771849, 0.6572555339615779]",100.0,None,0,"[0.9786820080328278, 2.979674269100556, 0.6822814324988873]",100.0
39.05,uav_st_assess,1,4,0,None,0,"[3.022736437103783, 1.0531655638149657, 0.0]",100.0,None,0,"[2.991167713921207, 2.948044594402258, 0.0]",100.0,None,0,"[0.9958544529813432, 0.9979760915645699, 0.6571655272571528]",100.0,assessment,0,"[1.012579967545536, 2.9900481799567595, 1.5358637742024865]",100.0
53.055,,1,4,0,None,0,"[3.0305115012500274, 1.0659743571114977, 0.0]",100.0,None,0,"[2.9895704168936867, 2.92956082375952, 0.0]",100.0,None,0,"[0.996164020488565, 0.9980457251698667, 0.6571648265884796]",100.0,assessment,0,"[0.9792239268543308, 2.9798680015052827, 1.511167749161296]",99.76799774169922
67.895,,1,4,0,None,0,"[3.0395728145491288, 1.079100422036541, 0.0]",100.0,None,0,"[2.9827008967194875, 2.9129503516900206, 0.0]",100.0,None,0,"[0.9969933521567508, 0.9978945750795658, 0.6572521668277211]",100.0,assessment,0,"[4.924163722236486, 4.455143025872242, 1.83298629978778]",99.2239990234375
83.835,,1,4,0,None,0,"[3.05022977222479, 1.0928300992016973, 0.0]",100.0,None,0,"[2.971139753643231, 2.897076710727764, 0.0]",100.0,None,0,"[0.9974194375830165, 0.9978448481893332, 0.6572619884500006]",100.0,assessment,0,"[9.399655351763808, 6.128848572969437, 2.1988276026711406]",97.64800262451172
97.965,,1,4,0,None,0,"[3.0606536749053785, 1.1048804926842297, 0.0]",100.0,None,0,"[2.9289181836029328, 2.8337116542465535, 0.0]",100.0,None,0,"[0.9967288420873405, 0.9972653679216622, 0.6572112210891908]",100.0,assessment,0,"[12.930611453710805, 7.4493819943065, 2.490353875881274]",96.85600280761719
111.955,,1,4,0,None,0,"[3.074459966458894, 1.1206155689470816, 0.0]",100.0,None,0,"[2.908400433689, 2.7880562254905734, 0.0]",100.0,None,0,"[0.9968348325604593, 0.9968681890784957, 0.6572609382108029]",100.0,assessment,0,"[16.565080221280223, 8.808518186351973, 2.778985242111455]",95.28800201416016
125.705,,1,4,0,None,0,"[3.0932513598094453, 1.141239944052563, 0.0]",100.0,None,0,"[2.9141791989288754, 2.771974567764529, 0.0]",100.0,None,0,"[0.9973826256123951, 0.9965252295296951, 0.6572011086472477]",100.0,assessment,0,"[19.57462082516698, 9.934107446042477, 3.0133157150471273]",94.50399780273438
138.46,,1,4,0,None,0,"[3.1117844044811327, 1.1617706429419865, 0.0]",100.0,None,0,"[2.9224875006523594, 2.75496275001149, 0.0]",100.0,None,0,"[0.9968250802463976, 0.9961301447322809, 0.657261883633446]",100.0,assessment,0,"[19.97899366639806, 10.359570227538006, 3.1509056310897114]",94.14399719238281
152.165,,1,4,0,None,0,"[3.1238438691714405, 1.175650756413781, 0.0]",100.0,None,0,"[2.9297970062896375, 2.729500106288465, 0.0]",100.0,None,0,"[0.9969939837313758, 0.9958034272401176, 0.6572626522673707]",100.0,assessment,0,"[21.31197413638057, 11.722198296727642, 3.536569949280528]",92.88800048828125
164.725,,1,4,0,None,0,"[3.1285917506391474, 1.1832005921618944, 0.0]",100.0,None,0,"[2.9417041432725433, 2.7029560927163327, 0.0]",100.0,None,0,"[0.9970937476644981, 0.9954228117515013, 0.6572646460007602]",100.0,assessment,0,"[21.510830455583033, 11.149468445997782, 3.510666036037542]",92.71199798583984
177.66,,1,4,0,None,0,"[3.1339155442287256, 1.1863551706336886, 0.0]",100.0,None,0,"[2.966864846269045, 2.6849433229984863, 0.0]",100.0,None,0,"[0.9969106655907596, 0.9946050651651829, 0.6572652962198834]",100.0,assessment,0,"[22.04628584370611, 9.398740879673285, 3.4437276688826564]",91.9280014038086
190.72,,1,4,0,None,0,"[3.1368842646004245, 1.187239553063123, 0.0]",100.0,None,0,"[2.983389992416733, 2.66932506227969, 0.0]",100.0,None,0,"[0.9964861752400723, 0.993810728999056, 0.6572724261349651]",100.0,assessment,0,"[22.087573536379523, 9.348344940206026, 3.44271228523685]",91.23999786376953
204.205,,1,4,0,None,0,"[3.1335891314335442, 1.1805662311887697, 0.0]",100.0,None,0,"[2.9997123566380406, 2.654542392447139, 0.0]",100.0,None,0,"[0.995780103514816, 0.9936334876799826, 0.6572243683556019]",100.0,assessment,0,"[25.073032455496573, 9.20339301967497, 3.6963509693827854]",90.46399688720703
217.615,,1,4,0,None,0,"[3.1248232499606945, 1.17677121855164, 0.0]",100.0,None,0,"[3.0093768874341342, 2.647412385989424, 0.0]",100.0,None,0,"[0.9958287873547004, 0.9940938782412104, 0.6572316448962017]",100.0,assessment,0,"[25.023982362110008, 9.205752490539398, 3.6948073084489446]",89.8479995727539
222.285,,2,4,0,None,0,"[3.1235672440991284, 1.1763426043206695, 0.0]",100.0,None,0,"[3.0127511850598965, 2.644776933792084, 0.0]",100.0,None,0,"[0.9958218581565802, 0.9941753588065657, 0.6572572792002233]",100.0,assessment,0,"[25.151508354474426, 9.2919125809869, 3.609783898293349]",89.8479995727539
223.44,on_gs,2,4,0,None,0,"[3.123738192422794, 1.1763110966776689, 0.0]",100.0,None,0,"[3.013672654352003, 2.6441219540899668, 0.0]",100.0,None,0,"[0.9958084729642482, 0.9941359128882443, 0.6572552199730187]",100.0,assessment,0,"[25.64703183759334, 9.72908683806478, 3.54626715368535]",89.8479995727539
224.33,on_vs,2,4,0,None,0,"[3.1238307561504493, 1.176287556682395, 0.0]",100.0,None,0,"[3.0144262966130246, 2.6435238917696653, 0.0]",100.0,None,0,"[0.9957006623362974, 0.9942302929279868, 0.6571794435047876]",100.0,assessment,0,"[25.52289414805429, 9.593092932413096, 3.5517693421496555]",89.8479995727539
226.87,st_app,2,4,0,None,0,"[3.123705766014047, 1.1759800098917745, 0.0]",100.0,approach,0,"[3.675867045565073, 2.5060597743219897, 0.0]",100.0,None,0,"[0.9957017727363935, 0.9942486792465428, 0.6572547258091005]",100.0,assessment,0,"[26.06600784592444, 10.040953533136719, 3.4033374964554453]",89.8479995727539
239.91,,2,4,0,None,0,"[3.1226890028943153, 1.1592595739109774, 0.0]",100.0,approach,0,"[8.747213752657855, 4.0720065759537025, 0.0]",98.74810028076172,None,0,"[0.9957886483434611, 0.994255910152817, 0.6572315829524176]",100.0,assessment,0,"[26.845698942704875, 10.674304526184367, 3.121359628602559]",89.0479965209961
251.58,,2,4,0,None,0,"[3.1183953515697898, 1.1413366281179818, 0.0]",100.0,approach,0,"[13.500989886308373, 4.206549093386949, 0.0]",97.95809936523438,None,0,"[0.9961666040169531, 0.9939555399685551, 0.6572727239958265]",100.0,assessment,0,"[27.60340895708613, 10.625848004784052, 3.128009408580097]",88.31999969482422
