,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.215,,pioneer3at_1,0,2,0,None,0,[],100,None,0,[],100
0.28,,UAV_1,0,2,0,None,0,[],100,None,0,[],100
9.485,,,0,2,0,None,0,"[3.006032935420744, 1.019880854818674, 0.0]",100,None,0,"[0.998704368988027, 0.9993579005416009, 0.657228438207827]",100
27.055,,,0,2,0,None,0,"[3.016719534004997, 1.0416371596852327, 0.0]",100.0,None,0,"[0.9980406976709784, 0.9990726726834962, 0.6572611120427155]",100.0
42.16,,,0,2,0,None,0,"[3.024497287689748, 1.0560981109867735, 0.0]",100.0,None,0,"[0.9976013146989217, 0.9987808472982499, 0.6571977086052934]",100.0
55.41,,,0,2,0,None,0,"[3.0318897237928026, 1.0679963294207275, 0.0]",100.0,None,0,"[0.997484902457809, 0.9984989251530719, 0.6572239229134913]",100.0
69.805,,,0,2,0,None,0,"[3.0408162766295668, 1.0807526349838203, 0.0]",100.0,None,0,"[0.9975741336591126, 0.9981550258754648, 0.6572618355400353]",100.0
85.17,,,0,2,0,None,0,"[3.051228196397227, 1.0940014675260403, 0.0]",100.0,None,0,"[0.9974145580026558, 0.9977760466000662, 0.6572609317332374]",100.0
99.84,,,0,2,0,None,0,"[3.0620628938189345, 1.106427578517628, 0.0]",100.0,None,0,"[0.9973400381710712, 0.9977737524166705, 0.6572606510099751]",100.0
109.19,,,1,2,0,None,0,"[3.0703687871358576, 1.1158679529877782, 0.0]",100.0,None,0,"[0.9974126433482272, 0.9975225893795979, 0.6572616065200143]",100.0
110.7,on_gs,pioneer3at_1,1,2,0,None,0,"[3.072335526091562, 1.1180556792169163, 0.0]",99.99600219726562,None,0,"[0.9973603803456119, 0.9975117070475852, 0.6572612357192411]",100.0
111.785,on_vs,pioneer3at_1,1,2,0,None,0,"[3.073777024670042, 1.1195455756025567, 0.0]",99.99600219726562,None,0,"[0.9973598711613239, 0.9974715858050137, 0.6572610243226633]",100.0
115.7,st_app,pioneer3at_1,1,2,0,approach,0,"[4.239169989771832, 1.0374980224993815, 0.0]",99.99600219726562,None,0,"[0.9974695651202357, 0.9975382103024508, 0.6571930314337583]",100.0
127.24,,,1,2,0,approach,0,"[8.740872616591313, 2.400873225550493, 0.0]",99.34320068359375,None,0,"[0.9972585357100345, 0.9976282252824509, 0.6572172322229825]",100.0
138.57,,,1,2,0,approach,0,"[13.245582479399815, 3.195944594383995, 0.0]",98.5531997680664,None,0,"[0.9971884294431903, 0.9978779407560946, 0.6571927628723597]",100.0
150.55,,,1,2,0,approach,0,"[18.09952154856627, 3.9461020851780106, 0.0]",96.97319793701172,None,0,"[0.9970334161529941, 0.9979757293864364, 0.6572575629701514]",100.0
162.41,,,1,2,0,approach,0,"[22.9374053372951, 4.636257484353404, 0.0]",96.18319702148438,None,0,"[0.9971812510096875, 0.9981055190312085, 0.6572586861749451]",100.0
174.76,,,1,2,0,approach,0,"[27.87500626119421, 5.373584166768733, 0.0]",95.39320373535156,None,0,"[0.9971300948006757, 0.9982251350933792, 0.6572741239402805]",100.0
187.05,,,1,2,0,approach,0,"[32.91365641905114, 5.966483611869364, 0.0]",94.60320281982422,None,0,"[0.9966467320654293, 0.9980743938909996, 0.6572557235845148]",100.0
198.405,,,1,2,0,approach,0,"[37.47468245597402, 6.603213337886459, 0.0]",93.81320190429688,None,0,"[0.9964611437392554, 0.9975749495347948, 0.6572570362403617]",100.0
207.535,,,1,2,0,approach,0,"[39.631241879906646, 6.910982760396981, 0.0]",93.02320098876953,None,0,"[0.996241182634413, 0.9974698611223718, 0.6572557460121349]",100.0
207.63,,,0,2,0,approach,1,"[39.63119960752117, 6.9110254398077196, 0.0]",93.02320098876953,None,0,"[0.996317805861465, 0.9974625338538219, 0.6572470532100768]",100.0
207.735,end_app,pioneer3at_1,0,2,0,None,1,"[39.63103275346953, 6.91109984470054, 0.0]",93.02320098876953,None,0,"[0.9962681912351133, 0.9974468925470393, 0.6572505145364701]",100.0
208.745,off_vs,pioneer3at_1,1,2,0,None,1,"[39.62997663568039, 6.9117803155217254, 0.0]",93.02320098876953,None,0,"[0.9962122440935752, 0.9974618555351007, 0.6572551145423879]",100.0
