,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.13,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
6.72,,UAV_2,0,4,0,None,0,"[3.0038494820165735, 1.9891284947295471, 0.0]",100,None,0,"[2.998255573489241, 3.980525385697125, 0.0]",100,None,0,"[0.9924372555450659, 1.9778931962417876, 0.6608286924445561]",100,None,0,"[0.9621732520090013, 3.898162015852909, 0.7136753668897403]",100
19.06,,,0,4,0,None,0,"[3.01105839151617, 1.9753064934222928, 0.0]",100.0,None,0,"[2.9958127428185124, 3.9636973882656648, 0.0]",100.0,None,0,"[0.9912630303448292, 1.9751148991689689, 0.6607113147427432]",100.0,None,0,"[0.9254150644547318, 3.804842491990594, 0.7069882401134402]",100.0
25.52,,,1,4,0,None,0,"[3.0142571610696147, 1.968320957664645, 0.0]",100.0,None,0,"[2.9941646062973963, 3.95458341613262, 0.0]",100.0,None,0,"[0.990923374609885, 1.974087750332495, 0.6607009381349543]",100.0,None,0,"[0.9262592959356079, 3.8019933075528503, 0.7068415946686377]",100.0
28.13,uav_st_assess,UAV_2,1,4,0,None,0,"[3.0160428369012684, 1.96626793162441, 0.0]",100.0,None,0,"[2.9933860894476556, 3.950367665668289, 0.0]",100.0,None,0,"[0.9907943262814206, 1.9734027523044968, 0.6607331742984548]",100.0,assessment,0,"[0.9718725021700232, 3.8624397712407887, 1.5485712528410913]",100.0
41.81,,,1,4,0,None,0,"[3.023813857536127, 1.954715245774851, 0.0]",100.0,None,0,"[2.989707061566077, 3.94331138245813, 0.0]",100.0,None,0,"[0.9900880108801836, 1.971355836141852, 0.6606567562999905]",100.0,assessment,0,"[0.9262547305022968, 3.8026694823618477, 4.531929604509289]",99.04000091552734
57.345,,,1,4,0,None,0,"[3.035131556373834, 1.9446973205607083, 0.0]",100.0,None,0,"[2.9862663306792894, 3.9418027141561534, 0.0]",100.0,None,0,"[0.988946389992964, 1.967121517287078, 0.6605616296828559]",100.0,assessment,0,"[5.35908790219588, 3.833535486183192, 4.532545353675071]",98.41600036621094
71.615,,,1,4,0,None,0,"[3.0392712460696796, 1.9386969778741052, 0.0]",100.0,None,0,"[2.9826623558421823, 3.94014203407528, 0.0]",100.0,None,0,"[0.9885127675458454, 1.9652358111618056, 0.6605740287548763]",100.0,assessment,0,"[10.754931681925024, 3.870968274212088, 4.533138924592348]",96.83999633789062
85.69,,,1,4,0,None,0,"[3.043251745395717, 1.9331837103982776, 0.0]",100.0,None,0,"[2.977393718143429, 3.9356894286448063, 0.0]",100.0,None,0,"[0.9877383846081855, 1.9631451679879623, 0.6605386940081313]",100.0,assessment,0,"[15.901882050061575, 3.9067209221504706, 4.532012720111953]",96.04000091552734
