,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.18,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.0000000018285728, 2.0, 0.6625429507096975]",100,None,0,[],100
6.63,,UAV_2,0,4,0,None,0,"[3.00366635046289, 1.9908278842510452, 0.0]",100,None,0,"[2.9983093873746336, 3.981255935324557, 0.0]",100,None,0,"[0.9952162408788731, 1.9916058640479273, 0.66108880291856]",100,None,0,"[0.9288415086569841, 3.8037736769337473, 0.7069703273440089]",100
18.065,,,0,4,0,None,0,"[3.010071603256779, 1.9776910319890006, 0.0]",100.0,None,0,"[2.9961792448254023, 3.965600599337934, 0.0]",100.0,None,0,"[0.9941751947035341, 1.9888016620295093, 0.660946737549403]",100.0,None,0,"[0.9307567520082016, 3.7994590197343863, 0.7067729816377152]",100.0
23.145,,,0,4,0,None,0,"[3.012900622250005, 1.972213367577634, 0.0]",100.0,None,0,"[2.995076281934819, 3.958522215878626, 0.0]",100.0,None,0,"[0.9940474297388144, 1.9887968156522986, 0.6610438385177091]",100.0,None,0,"[0.9314651442298866, 3.797417729840093, 0.7066773238940888]",100.0
26.03,,,0,4,0,None,0,"[3.0138896580620056, 1.9688708347121648, 0.0]",100.0,None,0,"[2.9942295615616605, 3.954309265695718, 0.0]",100.0,None,0,"[0.9940345481454095, 1.9884171904779862, 0.6610316521740741]",100.0,None,0,"[0.9319018758738997, 3.7962076060130507, 0.706621663489892]",100.0
37.335,,,0,4,0,None,0,"[3.02068215762629, 1.9592971797711578, 0.0]",100.0,None,0,"[2.9911110392995996, 3.944082026436954, 0.0]",100.0,None,0,"[0.9939568852312023, 1.9870857397883557, 0.6609494268630253]",100.0,None,0,"[0.9334648012971726, 3.791988020252836, 0.7064295979990163]",100.0
47.97,,,0,4,0,None,0,"[3.026635154357989, 1.9506187982046201, 0.0]",100.0,None,0,"[2.988428124220455, 3.9427710457260905, 0.0]",100.0,None,0,"[0.994336302775713, 1.9858098120009582, 0.6609469511592024]",100.0,None,0,"[0.9361571994433677, 3.78896549770755, 0.7063401779168644]",100.0
58.715,,,0,4,0,None,0,"[3.0353560617163153, 1.9444999041518487, 0.0]",100.0,None,0,"[2.986056233987501, 3.94170180113528, 0.0]",100.0,None,0,"[0.9936193354031002, 1.9828284589549825, 0.6609183327799822]",100.0,None,0,"[0.9390872903762485, 3.7856608282274054, 0.7062454264533664]",100.0
70.87,,,0,4,0,None,0,"[3.0387015525207803, 1.9394502063005103, 0.0]",100.0,None,0,"[2.9832568473286396, 3.9404573473516087, 0.0]",100.0,None,0,"[0.9919556686695603, 1.9790061352185229, 0.6608410239455278]",100.0,None,0,"[0.9422121717064273, 3.782003870809239, 0.7061387283634794]",100.0
