,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.56,,pioneer3at_1,0,2,0,None,0,[],100,None,0,"[0.9988813711395741, 0.9994459732674695, 0.6572165422278592]",100
19.5,,UAV_1,0,2,0,None,0,"[3.0127597027795994, 1.0333054437272617, 0.0]",100.0,None,0,"[0.9982167959322217, 0.9993010844494467, 0.6572633306552833]",100.0
34.895,,,0,2,0,None,0,"[3.0201848914890963, 1.0483901559970235, 0.0]",100.0,None,0,"[0.997768344174684, 0.9989724428768123, 0.6572196827318828]",100.0
47.71,,,0,2,0,None,0,"[3.027025218035953, 1.0603264048815413, 0.0]",100.0,None,0,"[0.9975751534409812, 0.9986420014329291, 0.6572612803587476]",100.0
62.14,,,0,2,0,None,0,"[3.035484078044136, 1.0733170924036308, 0.0]",100.0,None,0,"[0.997532653226271, 0.9981978046019813, 0.6572067361105127]",100.0
77.045,,,0,2,0,None,0,"[3.045052648044341, 1.086299204943256, 0.0]",100.0,None,0,"[0.9975108694243358, 0.9979653520856631, 0.6572000866098255]",100.0
77.12,,,1,2,0,None,0,"[3.0450903722960176, 1.086373592019831, 0.0]",100.0,None,0,"[0.9975201508696748, 0.9979620486054532, 0.6571878118955523]",100.0
82.035,on_gs,pioneer3at_1,1,2,0,None,0,"[3.0484588707335782, 1.0905931123251893, 0.0]",99.98600006103516,None,0,"[0.9974235066650635, 0.9978779396172129, 0.6572193614697845]",100.0
83.005,on_vs,pioneer3at_1,1,2,0,None,0,"[3.049122027881913, 1.0914374007476584, 0.0]",99.98600006103516,None,0,"[0.997415978176403, 0.9978289070922022, 0.6572610134767438]",100.0
86.755,st_app,pioneer3at_1,1,2,0,approach,0,"[3.7487491696513873, 1.039285499772051, 0.0]",99.98600006103516,None,0,"[0.9974230276853644, 0.9978222369120919, 0.6572604559518485]",100.0
99.215,,,1,2,0,approach,0,"[8.549359589714399, 2.5570550415691553, 0.0]",99.41639709472656,None,0,"[0.9973435831016079, 0.9977992535055068, 0.6572595128248253]",100.0
100.265,,,2,2,0,approach,0,"[8.974752888663375, 2.714357693996559, 0.0]",98.62640380859375,None,0,"[0.9973199950893906, 0.9977627244669539, 0.6572754348640785]",100.0
104.815,uav_st_app,UAV_1,2,2,0,approach,0,"[10.753875665007321, 3.2494738962570033, 0.0]",98.62640380859375,approach,0,"[0.9973187975278351, 0.9976323769905114, 0.6572605781242172]",100.0
115.735,,,2,2,0,approach,0,"[15.188001886731339, 3.7609046266868202, 0.0]",97.8364028930664,approach,0,"[0.9974017128489505, 0.9975312701334055, 0.6572574496889647]",99.23200225830078
126.32,,,2,2,0,approach,0,"[19.47047027285919, 4.330175420363798, 0.0]",97.04640197753906,approach,0,"[0.9972906730935635, 0.9976730126328951, 0.6572015881902619]",98.43199920654297
138.44,,,2,2,0,approach,0,"[24.38653072876341, 5.026183199448935, 0.0]",96.25640106201172,approach,0,"[0.9972470821568274, 0.9978088102042527, 0.6572594079361954]",97.63200378417969
148.885,,,2,2,0,approach,0,"[28.608172264542265, 5.564244480412591, 0.0]",95.46640014648438,approach,0,"[0.997099532409807, 0.9980205831065591, 0.6572260590353336]",96.87200164794922
160.29,,,2,2,0,approach,0,"[33.24392829324263, 6.0948273222406035, 0.0]",93.88639831542969,approach,0,"[0.9971768508510486, 0.9981118030818313, 0.6572585263725723]",95.27200317382812
170.97,,,2,2,0,approach,0,"[37.591762504531836, 6.628728496603184, 0.0]",93.09639739990234,approach,0,"[0.9971279171911787, 0.9981462688739918, 0.6571797985349191]",94.47200012207031
179.935,,,2,2,0,approach,0,"[39.62030057408376, 6.8949221115199855, 0.0]",92.40390014648438,approach,0,"[0.9968538565114479, 0.9982325760631384, 0.6571943078619424]",94.47200012207031
180.085,,,2,2,0,approach,0,"[39.62030613269314, 6.8949595258133884, 0.0]",92.40390014648438,approach,0,"[0.9968496517569192, 0.9982321726777746, 0.65719102696411]",94.47200012207031
180.155,end_app,pioneer3at_1,1,2,0,None,1,"[39.62031299132227, 6.894983667168045, 0.0]",92.40390014648438,approach,0,"[0.9968506945654204, 0.9982309333788569, 0.6571934148564568]",93.6719970703125
180.33,,,1,2,0,None,1,"[39.62031543060704, 6.894983095564303, 0.0]",92.40390014648438,approach,0,"[0.9968763424242819, 0.9982792596363268, 0.6571890550477297]",93.6719970703125
180.82,off_vs,pioneer3at_1,2,2,0,None,1,"[39.62030725528917, 6.89498854876031, 0.0]",92.40390014648438,approach,0,"[0.9969803188072778, 0.9982116835562006, 0.6572182995581509]",93.6719970703125
181.95,on_vs,pioneer3at_1,2,2,0,None,1,"[39.62027686445915, 6.894989255560238, 0.0]",92.40390014648438,approach,0,"[0.9967293611815252, 0.9982308959535955, 0.6571943584405853]",93.6719970703125
186.015,st_app,pioneer3at_1,2,2,0,approach,1,"[40.84519568669759, 7.064557832643758, 0.0]",92.40390014648438,approach,0,"[0.9966518916549082, 0.9981438710849952, 0.6572556171123924]",93.6719970703125
195.7,,,2,2,0,approach,1,"[44.455489072259304, 8.587245839636378, 0.0]",91.75019836425781,approach,0,"[0.9965553060972672, 0.9975898976609218, 0.6572573097904528]",92.87200164794922
199.735,gas_found,pioneer3at_1,2,2,0,approach,1,"[45.83089357260993, 9.509297598047702, 0.0]",91.75019836425781,approach,0,"[0.9964228056573994, 0.9976363070607182, 0.6572565473335751]",92.87200164794922
200.12,rep_gas,pioneer3at_1,2,2,0,approach,1,"[45.933377578982096, 9.575454390976654, 0.0]",90.96019744873047,approach,0,"[0.996394762602551, 0.9976063564130984, 0.6572565657168405]",92.87200164794922
210.43,,,2,2,0,approach,1,"[49.57027151426619, 11.721081836973557, 0.0]",90.17019653320312,approach,0,"[0.9961186035962138, 0.9973923607522062, 0.6572440879492917]",91.27999877929688
211.875,gas_found,pioneer3at_1,2,2,0,approach,1,"[50.09505475565147, 12.009134294871235, 0.0]",90.17019653320312,approach,0,"[0.9959739933335443, 0.9974901567322069, 0.6571815756215618]",91.27999877929688
212.425,rep_gas,pioneer3at_1,2,2,0,approach,1,"[50.288397676111785, 12.11827673617824, 0.0]",90.17019653320312,approach,0,"[0.9960141769150372, 0.9973756024942035, 0.6572147281409937]",91.27999877929688
221.73,,,2,2,0,approach,1,"[53.608811428114436, 13.931275747274327, 0.0]",89.38020324707031,approach,0,"[0.9958785150150118, 0.9977234343547166, 0.6571772025622743]",90.4800033569336
226.92,er_app,pioneer3at_1,2,2,0,None,1,"[54.781747305933, 14.615119218573726, 0.0]",89.38020324707031,approach,0,"[0.9957835789756209, 0.9978619799877569, 0.6572501827935587]",90.4800033569336
227.665,req_assist,pioneer3at_1,2,2,0,None,1,"[54.78191600645242, 14.613650461649401, 0.0]",89.38020324707031,approach,0,"[0.9957663335587512, 0.9978406343196745, 0.6572500019502412]",90.4800033569336
228.41,off_vs,pioneer3at_1,2,2,0,None,1,"[54.78207813101031, 14.612166124703505, 0.0]",89.38020324707031,approach,0,"[0.9957662269779548, 0.9978400248911229, 0.6572500503171828]",90.4800033569336
229.43,off_gs,pioneer3at_1,2,2,0,None,1,"[54.78224374927002, 14.61028397067767, 0.0]",89.38020324707031,approach,0,"[0.9957803538930069, 0.9978006885408724, 0.6572206637944129]",90.4800033569336
242.065,,,2,2,0,None,1,"[54.78471343025434, 14.5819721993282, 0.0]",88.9563980102539,approach,0,"[0.9957799800425936, 0.9981430363980958, 0.657177960984775]",88.87999725341797
247.1,call_tele,pioneer3at_1,2,2,0,None,1,"[54.78587400212079, 14.569437012034363, 0.0]",88.9563980102539,approach,0,"[0.9955859416918488, 0.9987119606330367, 0.657059554153]",88.87999725341797
249.365,st_tele,pioneer3at_1,2,2,1,teleoperation,1,"[54.78596902133231, 14.562683962248304, 0.0]",88.9563980102539,approach,0,"[0.9954528243392531, 0.9987396680933631, 0.6570502266240725]",88.87999725341797
259.775,,,2,2,1,teleoperation,1,"[54.72101600404838, 14.460012479555301, 0.0]",88.9563980102539,approach,0,"[0.9949010112038444, 0.998805794591494, 0.6571810522549258]",88.08000183105469
271.555,,,2,2,1,teleoperation,1,"[55.35838967827273, 14.246245525804046, 0.0]",88.5728988647461,approach,0,"[0.9944369458694818, 0.9989717077680919, 0.6571732834647239]",86.48799896240234
284.365,,,2,2,1,teleoperation,1,"[58.048087271112806, 14.480762136845804, 0.0]",87.97489929199219,approach,0,"[0.9939443447682837, 0.9993225869236113, 0.657233970567221]",85.68800354003906
290.025,end_tele,pioneer3at_1,2,2,1,None,1,"[59.549425179260176, 14.659297868020463, 0.0]",87.5458984375,approach,0,"[0.9938502138593646, 0.9994788690326635, 0.6571940888330196]",85.68800354003906
290.805,rst_app,pioneer3at_1,2,2,1,None,1,"[59.54976301519051, 14.658164340201887, 0.0]",87.5458984375,approach,0,"[0.9937877383760406, 0.9996201536515397, 0.6571687663736356]",84.88800048828125
291.45,on_gs,pioneer3at_1,2,2,1,None,1,"[59.55022586807769, 14.657049980778535, 0.0]",87.5458984375,approach,0,"[0.9938343338691826, 0.9995547349170011, 0.6571750484510847]",84.88800048828125
292.58,on_vs,pioneer3at_1,2,2,1,None,1,"[59.55096140853781, 14.655243692796054, 0.0]",87.5458984375,approach,0,"[0.9939846875018927, 0.9996617135662699, 0.6572559093858448]",84.88800048828125
297.025,st_app,pioneer3at_1,2,2,1,approach,1,"[60.544692288256584, 15.489362193286011, 0.0]",87.5458984375,approach,0,"[0.994038930222333, 0.999874766108861, 0.6572309718017664]",84.88800048828125
297.995,gas_found,pioneer3at_1,2,2,1,approach,1,"[60.81728365784002, 15.788705352921777, 0.0]",87.5458984375,approach,0,"[0.9940429211986158, 0.9998886157071036, 0.6572307841710828]",84.88800048828125
298.575,rep_gas,pioneer3at_1,2,2,1,approach,1,"[60.96050319955026, 15.958197560171037, 0.0]",87.5458984375,approach,0,"[0.9940479101434603, 0.9999681726208864, 0.657198234282581]",84.88800048828125
303.66,call_tele,pioneer3at_1,2,2,1,approach,1,"[62.10415875873489, 17.683423772010503, 0.0]",86.94940185546875,approach,0,"[0.9940798343928343, 0.9999830631138492, 0.6571927001661034]",84.08799743652344
304.76,off_gs,pioneer3at_1,2,2,1,approach,1,"[62.31527996955182, 17.95818518584585, 0.0]",86.94940185546875,approach,0,"[0.9940182402752007, 1.000088193145726, 0.657180736278101]",84.08799743652344
306.35,sus_app,pioneer3at_1,2,2,1,None,1,"[62.328554175372126, 17.95765913754713, 0.0]",86.94940185546875,approach,0,"[0.9941870202826697, 1.000090989358203, 0.6571678369709405]",84.08799743652344
