,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
0.395,,pioneer3at_1,0,2,0,None,0,[],100,None,0,"[0.9988675775505245, 0.9994579674939399, 0.6572078318500807]",100
22.215,,UAV_1,0,2,0,None,0,"[3.013988371387325, 1.0359671707937292, 0.0]",100.0,None,0,"[0.9981003247615938, 0.9992135084445152, 0.6572632634904313]",100.0
35.515,,,1,2,0,None,0,"[3.02051839694804, 1.0489794669706933, 0.0]",100.0,None,0,"[0.9977644345742819, 0.9989879932571291, 0.6571978430639067]",100.0
38.545,on_gs,pioneer3at_1,1,2,0,None,0,"[3.0220728345841272, 1.0518190059759889, 0.0]",100.0,None,0,"[0.9977102870772838, 0.9988634976697464, 0.657221718439591]",100.0
39.57,on_vs,pioneer3at_1,1,2,0,None,0,"[3.0225981128267727, 1.0527585939278568, 0.0]",100.0,None,0,"[0.9975864473965506, 0.9988624300090366, 0.6572600553939204]",100.0
45.025,st_exp,pioneer3at_1,1,2,0,exploration,0,"[3.107658454526367, 1.0527903545762458, 0.0]",99.9458999633789,None,0,"[0.99755425094401, 0.9987134690279834, 0.657260373560496]",100.0
58.005,,,1,2,0,exploration,0,"[3.104173951215119, 1.0441169752000867, 0.0]",99.15589904785156,None,0,"[0.997566259441513, 0.9984468957655971, 0.657254879034776]",100.0
70.66,,,1,2,0,exploration,0,"[5.2800060068943155, 2.5268581126410457, 0.0]",97.57589721679688,None,0,"[0.9975950178765837, 0.9981477030632754, 0.6570280522646953]",100.0
72.26,fail,pioneer3at_1,1,2,0,exploration,0,"[5.857929549365798, 2.7973113312676023, 0.0]",97.57589721679688,None,0,"[0.9975833759213422, 0.9981010552983284, 0.6572618616365719]",100.0
82.865,,,1,2,0,exploration,0,"[9.568944973473352, 5.042725357129461, 0.0]",96.78589630126953,None,0,"[0.9974385446505025, 0.9978334625928902, 0.6572550141262562]",100.0
95.265,,,1,2,0,exploration,0,"[11.833812848466142, 6.684586157042949, 0.0]",95.99590301513672,None,0,"[0.9972867799434291, 0.9978260236451497, 0.6571928037168602]",100.0
108.67,,,1,2,0,exploration,0,"[12.011690300362934, 7.239582213101806, 0.0]",95.69989776611328,None,0,"[0.9974235565237877, 0.9975134172549951, 0.6572607381032919]",100.0
121.6,,,1,2,0,exploration,0,"[9.947781784309464, 8.147819690496485, 0.0]",94.51640319824219,None,0,"[0.9973217372210779, 0.9976678694249979, 0.6572602976306154]",100.0
136.07,,,1,2,0,exploration,0,"[9.51246954389295, 7.485912462839676, 0.0]",94.30490112304688,None,0,"[0.9973780292200076, 0.997832018721557, 0.6572794381677279]",100.0
145.99,,,1,2,0,exploration,0,"[7.621668395525794, 9.197372732172697, 0.0]",93.6708984375,None,0,"[0.9969800049084097, 0.9978353888317582, 0.657257270121037]",100.0
158.525,,,1,2,0,exploration,0,"[7.630665704112555, 9.254775890879555, 0.0]",92.88089752197266,None,0,"[0.99738298575034, 0.9981127831064274, 0.6571913183293876]",100.0
171.76,,,1,2,0,exploration,0,"[7.753968869395814, 9.258167778651265, 0.0]",92.54889678955078,None,0,"[0.9970260096830508, 0.9982304691515805, 0.6572163958284635]",100.0
182.13,,,1,2,0,exploration,0,"[7.296891264651934, 11.923474194128696, 0.0]",91.75890350341797,None,0,"[0.9967224161336953, 0.9982293631477405, 0.6571939141688129]",100.0
194.76,,,1,2,0,exploration,0,"[7.06105000678652, 11.962980523392634, 0.0]",91.23539733886719,None,0,"[0.9965685659025177, 0.9976618504827053, 0.6572565959991211]",100.0
207.99,,,1,2,0,exploration,0,"[7.954725911811414, 10.964112701335118, 0.0]",91.09539794921875,None,0,"[0.9961475630931098, 0.9974907113568696, 0.6572044856240389]",100.0
219.52,,,1,2,0,exploration,0,"[9.460317412592694, 11.35809798638205, 0.0]",90.5198974609375,None,0,"[0.9958112603248622, 0.9977451305079019, 0.6572505847258672]",100.0
234.01,,,1,2,0,exploration,0,"[9.380014860881664, 11.347370959078992, 0.0]",89.53790283203125,None,0,"[0.9957344197599127, 0.9978997497150445, 0.6572495131964231]",100.0
245.39,,,1,2,0,exploration,0,"[10.426261067028214, 10.303139964958417, 0.0]",88.910400390625,None,0,"[0.9956343886002521, 0.9983575661965979, 0.6572470922757504]",100.0
257.245,,,1,2,0,exploration,0,"[12.025373490723114, 10.498296425397358, 0.0]",88.12039947509766,None,0,"[0.9950603521670806, 0.9987731184104549, 0.6571784581308887]",100.0
268.83,,,1,2,0,exploration,0,"[12.033129621704502, 11.74600271670493, 0.0]",87.33039855957031,None,0,"[0.9945343323380884, 0.9989898909044544, 0.6570427644299408]",100.0
283.99,,,1,2,0,exploration,0,"[12.152044395273009, 11.558186451279674, 0.0]",86.30940246582031,None,0,"[0.9939548823077117, 0.9993185804267153, 0.657232170230275]",100.0
294.085,end_exp,pioneer3at_1,1,2,0,None,0,"[12.138952083654319, 11.539130681872644, 0.0]",86.16940307617188,None,0,"[0.9940007373400263, 0.9996911268483178, 0.6572313184658365]",100.0
294.175,,,1,2,0,None,0,"[12.138815745053483, 11.538841462188676, 0.0]",86.16940307617188,None,0,"[0.9940467954671245, 0.9996892785277561, 0.657230327582749]",100.0
294.305,,,0,2,0,None,1,"[12.138781044212251, 11.538745717968778, 0.0]",86.16940307617188,None,0,"[0.9940259689030538, 0.9996476294343561, 0.6572030270891197]",100.0
295.255,off_vs,pioneer3at_1,0,2,0,None,1,"[12.137842494351933, 11.536838543113664, 0.0]",86.16940307617188,None,0,"[0.9940289990176117, 0.9998105210557413, 0.6572575252166232]",100.0
296.325,off_gs,pioneer3at_1,0,2,0,None,1,"[12.136821342291407, 11.534849355294746, 0.0]",86.16940307617188,None,0,"[0.9939490969392656, 0.9998106543490692, 0.6571742340214897]",100.0
299.655,st_rb,pioneer3at_1,0,2,0,return to base,1,"[12.513516470944118, 10.928261319335078, 0.0]",86.16940307617188,None,0,"[0.9940480267892229, 0.9999311395556443, 0.6572308945110704]",100.0
307.17,,,1,2,0,return to base,1,"[10.505132196123718, 8.858017927849836, 0.0]",85.87110137939453,None,0,"[0.994155993607322, 1.0001875211359252, 0.6572303607126972]",100.0
307.28,,,0,1,0,return to base,1,"[10.468208361004487, 8.839471380435095, 0.0]",85.87110137939453,None,0,"[0.9940852523396569, 1.0001908652364833, 0.6571875647415493]",100.0
307.495,,,1,1,0,return to base,1,"[10.409344652330644, 8.812911139122832, 0.0]",85.87110137939453,None,0,"[0.994164953093739, 1.0001905987479338, 0.6572279226324638]",100.0
312.785,uav_st_app,UAV_1,1,1,0,return to base,1,"[8.585015676190627, 7.640960679493387, 0.0]",85.22109985351562,approach,0,"[0.9942449194908319, 1.0004146369736422, 0.6572625055399381]",99.80799865722656
323.69,,,1,1,0,return to base,1,"[5.664207022469057, 4.243280361038033, 0.0]",84.57109832763672,approach,0,"[0.9948487957680807, 1.000663068800399, 0.6572336725313801]",99.00800323486328
334.97,,,1,1,0,return to base,1,"[3.355902466829517, 1.3347105475222394, 0.0]",83.92109680175781,approach,0,"[0.9952733431547736, 1.0006686360929964, 0.657237846876728]",98.20800018310547
339.88,end_rb,pioneer3at_1,1,1,0,None,1,"[3.3171685665893094, 1.3126468228513493, 0.0]",83.92109680175781,approach,0,"[0.9951353099434332, 1.0004608847835588, 0.657238020493469]",98.20800018310547
350.68,,,1,1,0,None,1,"[3.3137968373032614, 1.3092737147990328, 0.0]",83.39459991455078,approach,0,"[0.994847581440324, 1.0004739993879148, 0.6571745365483869]",96.61599731445312
363.9,,,1,1,0,None,1,"[3.3192779435778257, 1.3033271678309553, 0.0]",83.39459991455078,approach,0,"[0.9947754818442719, 1.0007436329866497, 0.6572605869370611]",95.81600189208984
377.49,,,1,1,0,None,1,"[3.3112837931599834, 1.3024127333336175, 0.0]",83.39459991455078,approach,0,"[0.9947289941984445, 1.00092881742209, 0.6571695138781963]",95.03199768066406
391.665,,,1,1,0,None,1,"[3.3014438291218675, 1.3036464255418931, 0.0]",83.39459991455078,approach,0,"[0.9948112205745154, 1.0010561292250861, 0.6572337509282291]",93.43199920654297
