,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.22,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.42,,UAV_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
6.31,,,0,4,0,None,0,"[3.0041355420230818, 1.9900131065888167, 0.0]",100,None,0,"[2.998623104341986, 3.9817112889150392, 0.0]",100,None,0,"[0.9967926078495173, 1.9927152262277488, 0.6611223875840934]",100,None,0,"[0.9251815813074057, 3.802429331383261, 0.7068941958459705]",100
19.04,,,0,4,0,None,0,"[3.011161884562476, 1.9755165436863238, 0.0]",100.0,None,0,"[2.99589306711772, 3.9640780945195977, 0.0]",100.0,None,0,"[0.9944007666644403, 1.9881466313908998, 0.6609662514364185]",100.0,None,0,"[0.9267975559540904, 3.7980679087848963, 0.7066530218722582]",100.0
31.27,,,0,4,0,None,0,"[3.017795562635582, 1.963576604314745, 0.0]",100.0,None,0,"[2.9925664851678384, 3.9460459186662735, 0.0]",100.0,None,0,"[0.9942994656049109, 1.9855025117593168, 0.6607297411227652]",100.0,None,0,"[0.929358506674438, 3.7946904595389666, 0.7065265793960309]",100.0
39.52,,,1,4,0,None,0,"[3.022517090043473, 1.9566126924557123, 0.0]",100.0,None,0,"[2.990338141639058, 3.9435555176454327, 0.0]",100.0,None,0,"[0.9943728906344567, 1.9851733023825462, 0.6608864256532598]",100.0,None,0,"[0.9311742346138728, 3.7923639430684966, 0.7064448750207352]",100.0
43.215,uav_st_assess,UAV_2,1,4,0,None,0,"[3.024595002636745, 1.9535745695208946, 0.0]",100.0,None,0,"[2.989467482561974, 3.9432507740980665, 0.0]",100.0,None,0,"[0.9943596803760945, 1.9850518532152073, 0.6609761834154624]",100.0,assessment,0,"[0.9568379775649984, 3.82776146994386, 1.5607049113870648]",99.96800231933594
57.03,,,1,4,0,None,0,"[3.034842223476502, 1.9448255848593399, 0.0]",100.0,None,0,"[2.98642043892079, 3.9418540399993005, 0.0]",100.0,None,0,"[0.9940860666071797, 1.9836429893073457, 0.6609322500685093]",100.0,assessment,0,"[3.010969376939569, 5.945483670262691, 2.680112703097894]",99.56800079345703
64.005,,,2,4,0,None,0,"[3.0370099270931252, 1.9418169146845274, 0.0]",100.0,None,0,"[2.984665941882261, 3.941071555684258, 0.0]",100.0,None,0,"[0.9942539839872913, 1.9831765690345968, 0.6609474127956315]",100.0,assessment,0,"[4.7508328885246165, 7.743387844814107, 3.785558953314351]",98.76799774169922
68.16,uav_st_assess,UAV_1,2,4,0,None,0,"[3.038203321701841, 1.9400633247412324, 0.0]",100.0,None,0,"[2.983789298077515, 3.940789138171392, 0.0]",100.0,assessment,0,"[1.0124051687269213, 1.9909777704928897, 1.495155727291141]",100.0,assessment,0,"[5.708252071185937, 8.733433726065776, 4.167455659496475]",98.76799774169922
85.945,,,2,4,0,None,0,"[3.0433150834167724, 1.9331481157655923, 0.0]",100.0,None,0,"[2.977446107185597, 3.9356928518391308, 0.0]",100.0,assessment,0,"[5.061022090653323, 2.2518561824545396, 1.8150665010023976]",99.06400299072266,assessment,0,"[5.54354998462894, 9.995228321834038, 5.035452260469206]",97.34400177001953
