,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
0.0,,,0,2,0,None,0,[],100,None,0,[],100
5.135,,,0,2,0,None,0,"[3.0023464357069996, 1.011471494186771, 0.0]",100,None,0,"[0.998685216236512, 0.9993597363997535, 0.6572297094067252]",100
27.63,,,0,2,0,None,0,"[3.017012643850977, 1.0422251978178145, 0.0]",100.0,None,0,"[0.9979875697913404, 0.9990612789352097, 0.6572632653676148]",100.0
39.65,,,0,2,0,None,0,"[3.023127059909746, 1.0536948414752163, 0.0]",100.0,None,0,"[0.9976362893481021, 0.998873460881335, 0.6572548995758293]",100.0
51.955,,,0,2,0,None,0,"[3.02993904593306, 1.0649620339758579, 0.0]",100.0,None,0,"[0.9974836337917307, 0.9985472104851545, 0.6572603474945816]",100.0
63.985,,,0,2,0,None,0,"[3.0371470792672715, 1.0756907968131033, 0.0]",100.0,None,0,"[0.9975564107989628, 0.9982718997229263, 0.6572613408041954]",100.0
76.7,,,0,2,0,None,0,"[3.0453590828082304, 1.0867179314332454, 0.0]",100.0,None,0,"[0.9974377629874535, 0.9980889410705729, 0.6572035401088752]",100.0
88.86,,,0,2,0,None,0,"[3.0538788758570012, 1.0971558591199875, 0.0]",100.0,None,0,"[0.9973749133112813, 0.9978676093172546, 0.6572601111045241]",100.0
102.145,,,0,2,0,None,0,"[3.0638076852903677, 1.1083869061039116, 0.0]",100.0,None,0,"[0.9974136164674755, 0.9977701274683264, 0.6572612247425773]",100.0
113.615,,,0,2,0,None,0,"[3.076415556462431, 1.122485663446957, 0.0]",100.0,None,0,"[0.9973802995814264, 0.9973828587043867, 0.6571980028975231]",100.0
126.83,,,0,2,0,None,0,"[3.095214153261882, 1.1417908016310723, 0.0]",100.0,None,0,"[0.9973556038032557, 0.9976146952879519, 0.6572597683265375]",100.0
140.015,,,0,2,0,None,0,"[3.1159664848389506, 1.1607400302331758, 0.0]",100.0,None,0,"[0.9972868915215571, 0.9977917224058801, 0.6572209293567068]",100.0
154.415,,,0,2,0,None,0,"[3.1272517821078014, 1.1743766833366651, 0.0]",100.0,None,0,"[0.9971873425245924, 0.9980580775846344, 0.6572586969695361]",100.0
166.3,,,0,2,0,None,0,"[3.1313008167736873, 1.181625588279779, 0.0]",100.0,None,0,"[0.9970250246282132, 0.9981354014920997, 0.657198924950923]",100.0
177.23,,,0,2,0,None,0,"[3.1319537525951273, 1.1853911260518881, 0.0]",100.0,None,0,"[0.9970175229549854, 0.9982169046184853, 0.6572241695703944]",100.0
189.455,,,0,2,0,None,0,"[3.137141274454756, 1.1876917603239392, 0.0]",100.0,None,0,"[0.9965504017496641, 0.9978965971317784, 0.6572108829327269]",100.0
201.915,,,0,2,0,None,0,"[3.133514285848728, 1.1811701972803939, 0.0]",100.0,None,0,"[0.9963785060130749, 0.9975305798388296, 0.657256356358128]",100.0
214.06,,,0,2,0,None,0,"[3.127611567737506, 1.1765735213607307, 0.0]",100.0,None,0,"[0.9959372783526925, 0.9974722825412932, 0.657214053031695]",100.0
