,event,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.145,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[1.0000000002601663, 1.0, 0.6889771782967199]",100,None,0,[],100
0.2,,0,4,0,None,0,[],100,None,0,[],100,None,0,"[0.9986977826525105, 0.9994441362948929, 0.6567914734018848]",100,None,0,[],100
4.63,,0,4,0,None,0,"[3.0011722070521363, 1.0082375108567774, 0.0]",100,None,0,"[2.999744648037288, 2.9875421878785158, 0.0]",100,None,0,"[0.9961928704647387, 0.9998218734071243, 0.6572499065323534]",100,None,0,"[0.9691535112030356, 2.9707510374144124, 0.68181333738754]",100
16.375,,0,4,0,None,0,"[3.011284040325025, 1.0299590548668078, 0.0]",100.0,None,0,"[2.996077760339847, 2.973882524751331, 0.0]",100.0,None,0,"[0.9960521745579436, 0.9994881187743021, 0.6572031013634932]",100.0,None,0,"[0.9685866890213044, 2.9707691012839827, 0.6818029416905318]",100.0
26.775,,0,4,0,None,0,"[3.0160053744815545, 1.040399467826315, 0.0]",100.0,None,0,"[2.993439607418268, 2.9618497128912655, 0.0]",100.0,None,0,"[0.9960221803587345, 0.9991773668815698, 0.6571922514500275]",100.0,None,0,"[0.9689500194489213, 2.970954169522041, 0.681816634824582]",100.0
37.815,,0,4,0,None,0,"[3.021580684851758, 1.0510984576791025, 0.0]",100.0,None,0,"[2.9912170065759365, 2.948872118990158, 0.0]",100.0,None,0,"[0.9959900273354826, 0.9991469376737946, 0.6572431220239119]",100.0,None,0,"[0.9694941898063403, 2.971035339096482, 0.6818319496191132]",100.0
48.185,,0,4,0,None,0,"[3.0272092207795507, 1.0607033992350974, 0.0]",100.0,None,0,"[2.9897511057174335, 2.936025167878885, 0.0]",100.0,None,0,"[0.9957817617423071, 0.9985773093188526, 0.6572466188098385]",100.0,None,0,"[0.9701694528940796, 2.9709769954269625, 0.681846402166472]",100.0
59.075,,0,4,0,None,0,"[3.0334576660208854, 1.0704327474785795, 0.0]",100.0,None,0,"[2.9870084759811646, 2.921563860721396, 0.0]",100.0,None,0,"[0.9959387432975202, 0.9981794427457489, 0.6572488111054262]",100.0,None,0,"[0.9707228786647615, 2.9711121436340635, 0.6818636770414457]",100.0
70.94,,0,4,0,None,0,"[3.0408578498571286, 1.0808677978112735, 0.0]",100.0,None,0,"[2.981080391441673, 2.9093405333813527, 0.0]",100.0,None,0,"[0.9960427781044909, 0.9980291168292232, 0.6572494302032849]",100.0,None,0,"[0.9714470192686115, 2.971186845487051, 0.6818832366601174]",100.0
82.105,,0,4,0,None,0,"[3.0483426909887283, 1.0904926266419341, 0.0]",100.0,None,0,"[2.97306702421666, 2.8993042764351036, 0.0]",100.0,None,0,"[0.9958766243820536, 0.9975888026186309, 0.6572442637040133]",100.0,None,0,"[0.9721294526854662, 2.971238269744204, 0.6819011231576485]",100.0
92.235,,0,4,0,None,0,"[3.0555526784559075, 1.0991362222088379, 0.0]",100.0,None,0,"[2.9460457484473337, 2.860307248521756, 0.0]",100.0,None,0,"[0.9959442857996359, 0.9973525106829874, 0.6572503948297145]",100.0,None,0,"[0.9728798048781857, 2.971135020228572, 0.6819161413318309]",100.0
104.075,,0,4,0,None,0,"[3.0645270780605074, 1.109222139488236, 0.0]",100.0,None,0,"[2.9091880070313207, 2.8034633938694373, 0.0]",100.0,None,0,"[0.9959894897393272, 0.9970964559301188, 0.6572550471713693]",100.0,None,0,"[0.9735457177794267, 2.9712781617386974, 0.6819364020281796]",100.0
112.655,,1,4,0,None,0,"[3.074218837439935, 1.1203410240476759, 0.0]",100.0,None,0,"[2.9085158465088194, 2.785982497452245, 0.0]",100.0,None,0,"[0.9960099414948156, 0.9970786555512532, 0.657251152143646]",100.0,None,0,"[0.9740886152331791, 2.9713549484976953, 0.6819516017879994]",100.0
