,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,pioneer3at_2_cur_maneuver,pioneer3at_2_tasks_counter,pioneer3at_2_pose,pioneer3at_2_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery,UAV_2_cur_maneuver,UAV_2_tasks_counter,UAV_2_pose,UAV_2_battery
0.0,,,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.045,,pioneer3at_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
0.105,,UAV_1,0,4,0,None,0,[],100,None,0,[],100,None,0,[],100,None,0,[],100
7.105,,UAV_2,0,4,0,None,0,"[3.0025690259108258, 1.0119853348316596, 0.0]",100,None,0,"[2.9987695673209056, 2.9840166002950053, 0.0]",100,None,0,"[0.9961170543863841, 0.9982662700887731, 0.6572506495711005]",100,None,0,"[0.9806631372011672, 2.98243686333048, 0.6824006012634398]",100
19.075,,,0,4,0,None,0,"[3.0121295161622283, 1.0320188002409736, 0.0]",100.0,None,0,"[2.995499933855378, 2.969994935528359, 0.0]",100.0,None,0,"[0.995870882010691, 0.998136567544734, 0.6572498617586994]",100.0,None,0,"[0.9825680071101663, 2.981581032096892, 0.6824240622265111]",100.0
31.15,,,0,4,0,None,0,"[3.0178187087069066, 1.044019083967109, 0.0]",100.0,None,0,"[2.9923396757466176, 2.956253403742541, 0.0]",100.0,None,0,"[0.9957583871277218, 0.9981931263327917, 0.6572492684790596]",100.0,None,0,"[0.9843391088354522, 2.9814408400032213, 0.6823838464712241]",100.0
43.36,,,0,4,0,None,0,"[3.0241849670437415, 1.0556512139615872, 0.0]",100.0,None,0,"[2.9903109749003423, 2.9413587435934656, 0.0]",100.0,None,0,"[0.9960163193384768, 0.9981226361303863, 0.6571881503218244]",100.0,None,0,"[0.9858853063895947, 2.981429130644386, 0.6824210742520033]",100.0
44.5,,,0,4,0,None,0,"[3.024781737839117, 1.0566685602532013, 0.0]",100.0,None,0,"[2.9902051210184557, 2.9399244321164018, 0.0]",100.0,None,0,"[0.9959075227767663, 0.9981327352764218, 0.657256996617693]",100.0,None,0,"[0.9859590668935888, 2.9814879229564215, 0.6824243435612093]",100.0
45.275,on_gs,pioneer3at_2,1,4,0,None,0,"[3.02521829536941, 1.0574062079955782, 0.0]",100.0,None,0,"[2.989943293867933, 2.9389950360826917, 0.0]",100.0,None,0,"[0.9958025406176119, 0.9982268003725778, 0.6571704589679792]",100.0,None,0,"[0.9862438148849889, 2.9812804682316374, 0.6824255712891956]",100.0
45.76,on_vs,pioneer3at_2,1,4,0,None,0,"[3.0254922331901413, 1.0578662951667854, 0.0]",100.0,None,0,"[2.989836236008646, 2.938354663805883, 0.0]",100.0,None,0,"[0.9958581247156882, 0.9981618686256167, 0.6572554679208334]",100.0,None,0,"[0.9860499153510939, 2.9812302966912236, 0.6824129475548091]",100.0
48.94,st_app,pioneer3at_2,1,4,0,None,0,"[3.02726515042652, 1.0607944904318278, 0.0]",100.0,approach,0,"[2.999227192092631, 2.929760912112927, 0.0]",100.0,None,0,"[0.995914113529755, 0.998272509256093, 0.6571924775268364]",100.0,None,0,"[0.9864767024830009, 2.981137404162946, 0.6824207560764773]",100.0
59.82,,,1,4,0,None,0,"[3.033516764054784, 1.0704930069593739, 0.0]",100.0,approach,0,"[6.831396541427605, 3.6032151361360447, 0.0]",99.65769958496094,None,0,"[0.9959695447646655, 0.99815984054937, 0.6572270206239085]",100.0,None,0,"[0.9875896130523839, 2.981145742133617, 0.6824491159509434]",100.0
62.11,,,1,4,0,None,0,"[3.0349043825169857, 1.0725272440047395, 0.0]",100.0,approach,0,"[7.694381771762551, 3.970610918645957, 0.0]",98.8676986694336,None,0,"[0.9959464663930736, 0.9981394569242822, 0.6571836143860217]",100.0,None,0,"[0.9878814702254429, 2.981379606012206, 0.682468133747676]",100.0
62.91,on_gs,pioneer3at_1,2,4,0,None,0,"[3.0353931273101384, 1.0732609759431886, 0.0]",100.0,approach,0,"[8.015007104683727, 4.0970731675483965, 0.0]",98.8676986694336,None,0,"[0.9958472859533016, 0.9982221612886508, 0.6572499734564963]",100.0,None,0,"[0.9877865601635895, 2.98155592337539, 0.6824705311624409]",100.0
63.265,on_vs,pioneer3at_1,2,4,0,None,0,"[3.035636562195812, 1.0735849542917386, 0.0]",100.0,approach,0,"[8.150294665037206, 4.148097460133168, 0.0]",98.8676986694336,None,0,"[0.9958974371872794, 0.9981643809425924, 0.657226972612768]",100.0,None,0,"[0.9877646528727517, 2.98129945287764, 0.6824566005719214]",100.0
