,event,event_source,allocated_robots,available_robots,teleoperations,pioneer3at_1_cur_maneuver,pioneer3at_1_tasks_counter,pioneer3at_1_pose,pioneer3at_1_battery,UAV_1_cur_maneuver,UAV_1_tasks_counter,UAV_1_pose,UAV_1_battery
1.55,,,0,2,0,None,0,"[3.0009202120779013, 1.003767907797927, 0.0]",100,None,0,[],100
27.165,,,0,2,0,None,0,"[3.0167683093811264, 1.041735280678255, 0.0]",100.0,None,0,"[0.998028554813693, 0.999167203612285, 0.6572303785467227]",100.0
36.27,,UAV_1,0,2,0,None,0,"[3.021368963446768, 1.0505756260211625, 0.0]",100.0,None,0,"[0.9978248924828008, 0.9989489861800113, 0.6572619400101424]",100.0
37.485,,pioneer3at_1,0,2,0,None,0,"[3.0219942052868407, 1.0517083988148577, 0.0]",100.0,None,0,"[0.9977706529011716, 0.9989199770402161, 0.6572613043386184]",100.0
52.705,,,0,2,0,None,0,"[3.0303741081701365, 1.0656682380425826, 0.0]",100.0,None,0,"[0.9975143891827765, 0.998569831094554, 0.6572601869732457]",100.0
68.075,,,0,2,0,None,0,"[3.039691008693993, 1.0791984678195523, 0.0]",100.0,None,0,"[0.9975824960888294, 0.9981588450079198, 0.6572060718783523]",100.0
83.41,,,0,2,0,None,0,"[3.0499909477546407, 1.0924757607324573, 0.0]",100.0,None,0,"[0.9974696220874342, 0.9979233977218115, 0.6572289575282191]",100.0
98.33,,,0,2,0,None,0,"[3.0609198705952188, 1.1051533077331352, 0.0]",100.0,None,0,"[0.9972060767926516, 0.9978571585705731, 0.6572591422357236]",100.0
111.86,,,0,2,0,None,0,"[3.0739173470983108, 1.119707287165893, 0.0]",100.0,None,0,"[0.9973516682116296, 0.9975021921386401, 0.6572611225517988]",100.0
126.12,,,0,2,0,None,0,"[3.0937306485489326, 1.1404178066636825, 0.0]",100.0,None,0,"[0.9974310015957031, 0.9976383718865618, 0.6572223845901585]",100.0
138.79,,,0,2,0,None,0,"[3.114035568250164, 1.1589126243379055, 0.0]",100.0,None,0,"[0.997238084862539, 0.9978939444157902, 0.657193151493903]",100.0
146.375,,,1,2,0,None,0,"[3.12286154674192, 1.1679018179342546, 0.0]",100.0,None,0,"[0.9969621301600469, 0.997807748991979, 0.6572253196460688]",100.0
159.815,,,1,2,0,None,0,"[3.129767651682117, 1.1780184528897957, 0.0]",100.0,None,0,"[0.9972134399943606, 0.9981231664126307, 0.6572164854323252]",100.0
171.17,,,1,2,0,None,0,"[3.1317397650697107, 1.1835598934918445, 0.0]",100.0,None,0,"[0.9969977325498999, 0.9981588303157911, 0.6572575709638562]",100.0
183.245,,,1,2,0,None,0,"[3.1365484190282014, 1.1886672182850622, 0.0]",100.0,None,0,"[0.9969207675768577, 0.9981816310962707, 0.6571951533943041]",100.0
196.01,,,1,2,0,None,0,"[3.1346856065711646, 1.1838513227180871, 0.0]",100.0,None,0,"[0.9965732378947917, 0.9976622098133148, 0.6572572979295617]",100.0
207.59,,,1,2,0,None,0,"[3.132061383019343, 1.178722868136629, 0.0]",100.0,None,0,"[0.9962668537135154, 0.9974697669653733, 0.6572542610208241]",100.0
221.795,,,1,2,0,None,0,"[3.123034529574583, 1.1755999510442834, 0.0]",100.0,None,0,"[0.9957609821391857, 0.9977145309263601, 0.6571873236288748]",100.0
236.905,,,1,2,0,None,0,"[3.1242305580177225, 1.1649908653988057, 0.0]",100.0,None,0,"[0.9957353788504439, 0.9979653102183206, 0.6572172620798746]",100.0
250.855,,,1,2,0,None,0,"[3.1187455845211276, 1.143178738554768, 0.0]",100.0,None,0,"[0.9954566534316914, 0.9987390187945923, 0.6570503525297874]",100.0
264.49,,,1,2,0,None,0,"[3.1162783402486904, 1.1243327046163132, 0.0]",100.0,None,0,"[0.9947274882433681, 0.9988944318597303, 0.6572423008848103]",100.0
276.815,,,1,2,0,None,0,"[3.1145436762099603, 1.1066787439135006, 0.0]",100.0,None,0,"[0.9941766508638886, 0.9991874375814955, 0.6571813317734151]",100.0
